City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
0,Narsaq,GL,1/22/2022 12:32,60.9167,-46.05,261.27,68,2,3.45
1,Kaeo,NZ,1/22/2022 12:27,-35.1,173.7833,289.44,89,37,2.38
2,Lujan,AR,1/22/2022 12:30,-34.5703,-59.105,298.05,88,99,6.35
3,Tyazhinskiy,RU,1/22/2022 12:32,56.116,88.524,255.3,98,89,1.82
4,Chimbote,PE,1/22/2022 12:32,-9.0853,-78.5783,294.9,81,9,1.82
5,Puerto Ayora,EC,1/22/2022 12:26,-0.7393,-90.3518,295.7,89,34,1.82
6,Rikitea,PF,1/22/2022 12:27,-23.1203,-134.9692,298.77,68,87,4.79
7,Xiongzhou,CN,1/22/2022 12:32,25.1167,114.3,288.86,93,99,0.79
8,Hermanus,ZA,1/22/2022 12:27,-34.4187,19.2345,311.98,44,15,4.72
9,Walvis Bay,NA,1/22/2022 12:32,-22.9575,14.5053,299.68,61,40,4.12
10,Longyearbyen,SJ,1/22/2022 12:28,78.2186,15.6401,273.06,74,40,7.2
11,Jinxi,CN,1/22/2022 12:32,30.4323,116.2922,280.54,94,100,1.61
12,Sorong,ID,1/22/2022 12:32,-0.8833,131.25,300.11,79,100,1.07
13,Adrar,MR,1/22/2022 12:27,20.5022,-10.0711,297.69,12,100,7.83
14,Ertil,RU,1/22/2022 12:32,51.8406,40.8056,266.34,96,100,3.5
15,Ponta Do Sol,PT,1/22/2022 12:32,32.6667,-17.1,293.71,62,25,2.77
16,Ust-Maya,RU,1/22/2022 12:32,60.4167,134.5333,249.03,100,100,0.04
17,Port Alfred,ZA,1/22/2022 12:30,-33.5906,26.891,300.06,63,0,13.79
18,Atuona,PF,1/22/2022 12:28,-9.8,-139.0333,298.75,76,9,8.26
19,Boyolangu,ID,1/22/2022 12:32,-8.1181,111.8935,298.07,90,100,1.42
20,Vaini,TO,1/22/2022 12:30,-21.2,-175.2,299.24,89,40,3.09
21,Georgetown,MY,1/22/2022 12:28,5.4112,100.3354,303.12,64,20,2.57
22,Mataura,NZ,1/22/2022 12:27,-46.1927,168.8643,285.64,83,46,2.46
23,Banda Aceh,ID,1/22/2022 12:32,5.5577,95.3222,299.84,79,45,2.78
24,Ushuaia,AR,1/22/2022 12:27,-54.8,-68.3,282.96,76,75,3.09
25,Show Low,US,1/22/2022 12:30,34.2542,-110.0298,272.67,83,100,3.09
26,Tasiilaq,GL,1/22/2022 12:32,65.6145,-37.6368,262.24,52,6,4.4
27,Sheltozero,RU,1/22/2022 12:32,61.3667,35.3667,262.83,97,90,1.89
28,Hobart,AU,1/22/2022 12:28,-42.8794,147.3294,291.07,83,20,2.06
29,Mar Del Plata,AR,1/22/2022 12:26,-38.0023,-57.5575,295.16,100,100,2.24
30,Tshane,BW,1/22/2022 12:32,-24.0196,21.8684,304.19,20,21,6.28
31,Puerto Leguizamo,CO,1/22/2022 12:32,-0.1934,-74.7819,298.07,80,67,0.56
32,New Norfolk,AU,1/22/2022 12:30,-42.7826,147.0587,290.87,95,100,0.36
33,Buchanan,LR,1/22/2022 12:32,5.8808,-10.0467,303.13,33,6,2.11
34,Sydney,AU,1/22/2022 12:28,-33.8679,151.2073,294.76,79,75,1.34
35,The Pas,CA,1/22/2022 12:32,53.8251,-101.2541,243.16,83,0,1.54
36,Talcahuano,CL,1/22/2022 12:32,-36.7167,-73.1167,288.49,83,49,6.45
37,Arraial Do Cabo,BR,1/22/2022 12:28,-22.9661,-42.0278,301.13,74,20,6.17
38,Tura,IN,1/22/2022 12:32,25.5198,90.2201,289.95,54,94,1.37
39,Barcelos,PT,1/22/2022 12:29,41.5388,-8.6151,284.97,44,1,4.12
40,Necochea,AR,1/22/2022 12:32,-38.5473,-58.7368,294.84,91,100,2.29
41,Requena,ES,1/22/2022 12:32,39.4883,-1.1004,283.27,58,91,2.26
42,Saint Peter,BB,1/22/2022 12:33,13.25,-59.6167,298.46,60,0,8.61
43,Coyah,GN,1/22/2022 12:33,9.75,-13.4167,303.68,11,0,2.64
44,Moose Factory,CA,1/22/2022 12:33,51.2585,-80.6094,267.15,79,100,8.75
45,Saint George,US,1/22/2022 12:28,37.1041,-113.5841,278.68,54,75,1.34
46,Taoudenni,ML,1/22/2022 12:33,22.6783,-3.9836,298.68,12,54,5.83
47,Punta Arenas,CL,1/22/2022 12:27,-53.15,-70.9167,284.16,66,100,5.14
48,Iqaluit,CA,1/22/2022 12:34,63.7506,-68.5145,255.2,84,75,8.49
49,Umm Kaddadah,SD,1/22/2022 12:34,13.6017,26.6876,299.67,7,7,6.66
50,Jamestown,US,1/22/2022 12:27,42.097,-79.2353,260.92,62,0,0.45
51,College,US,1/22/2022 12:30,64.8569,-147.8028,268.47,86,75,2.06
52,Bengkulu,ID,1/22/2022 12:27,-3.8004,102.2655,299.35,82,59,1.93
53,Varna,BG,1/22/2022 12:34,43.2167,27.9167,277.72,70,75,5.14
54,Ponferrada,ES,1/22/2022 12:34,42.5466,-6.5962,284.38,32,0,1.79
55,Geraldton,AU,1/22/2022 12:31,-28.7667,114.6,301.55,54,0,6.69
56,Meulaboh,ID,1/22/2022 12:28,4.1363,96.1285,299.91,79,10,1.48
57,Sabaudia,IT,1/22/2022 12:34,41.3003,13.0282,285.32,66,19,4.41
58,Busselton,AU,1/22/2022 12:27,-33.65,115.3333,303.2,47,38,5.74
59,Issoire,FR,1/22/2022 12:34,45.55,3.25,274.74,81,100,3.7
60,Guaratuba,BR,1/22/2022 12:34,-25.8828,-48.5747,302.14,60,0,2.58
61,Kungurtug,RU,1/22/2022 12:34,50.5994,97.5228,260.13,97,100,1.08
62,Kruisfontein,ZA,1/22/2022 12:34,-34.0033,24.7314,306.42,38,82,11.38
63,Challans,FR,1/22/2022 12:34,46.8436,-1.8749,278.86,69,9,5.56
64,Khatanga,RU,1/22/2022 12:34,71.9667,102.5,262.88,94,100,6.71
65,Weiser,US,1/22/2022 12:34,44.251,-116.9693,269.83,91,15,0.96
66,Mount Gambier,AU,1/22/2022 12:34,-37.8333,140.7667,296.1,49,98,4.63
67,Virginia Beach,US,1/22/2022 12:32,36.8529,-75.978,272.05,95,100,0.45
68,Caravelas,BR,1/22/2022 12:28,-17.7125,-39.2481,299.84,80,18,3.3
69,Ranong,TH,1/22/2022 12:34,9.9658,98.6348,302.11,80,16,0.71
70,Thompson,CA,1/22/2022 12:27,55.7435,-97.8558,242.24,76,20,3.09
71,Castro,BR,1/22/2022 12:34,-24.7911,-50.0119,297.54,71,2,1.48
72,Avarua,CK,1/22/2022 12:28,-21.2078,-159.775,298.18,94,75,14.4
73,Luanda,AO,1/22/2022 12:34,-8.8368,13.2343,301.15,65,0,4.12
74,Sakaiminato,JP,1/22/2022 12:34,35.55,133.2333,274.14,93,20,3.09
75,Americus,US,1/22/2022 12:32,32.0724,-84.2327,276.68,93,100,3.09
76,Dalvik,IS,1/22/2022 12:34,65.9702,-18.5286,276.11,83,92,16.34
77,Ponte De Sor,PT,1/22/2022 12:34,39.2496,-8.0101,287.47,50,0,5.56
78,Marsa Matruh,EG,1/22/2022 12:34,31.3525,27.2453,291.26,42,20,9.26
79,Malinovoye Ozero,RU,1/22/2022 12:34,51.6753,79.7825,253.44,100,8,1.27
80,Qaanaaq,GL,1/22/2022 12:30,77.484,-69.3632,253.83,99,100,0.74
81,Kaitangata,NZ,1/22/2022 12:34,-46.2817,169.8464,286.44,67,27,3.02
82,Parry Sound,CA,1/22/2022 12:31,45.3501,-80.033,260.49,85,100,4.82
83,Nokaneng,BW,1/22/2022 12:34,-19.6667,22.2667,303.93,21,100,6.18
84,Yar-Sale,RU,1/22/2022 12:34,66.8333,70.8333,263.36,94,100,3.65
85,Butaritari,KI,1/22/2022 12:30,3.0707,172.7902,300.4,76,17,7.09
86,Strezhevoy,RU,1/22/2022 12:34,60.7333,77.5889,261.14,98,100,1.75
87,Goulburn,AU,1/22/2022 12:34,-34.75,149.7167,286.57,98,28,2.67
88,Penzance,GB,1/22/2022 12:34,50.1186,-5.5371,281.71,69,99,3.08
89,Mjolby,SE,1/22/2022 12:34,58.326,15.1237,273,50,82,2.28
90,Tiksi,RU,1/22/2022 12:30,71.6872,128.8694,253.1,89,100,6.33
91,Port Elizabeth,ZA,1/22/2022 12:34,-33.918,25.5701,307.65,65,0,14.4
92,Vila Velha,BR,1/22/2022 12:34,-20.3297,-40.2925,303.4,94,75,2.06
93,Upernavik,GL,1/22/2022 12:34,72.7868,-56.1549,251.76,71,96,3.05
94,Cidreira,BR,1/22/2022 12:34,-30.1811,-50.2056,301.93,67,4,4.39
95,Shihezi,CN,1/22/2022 12:34,44.3,86.0333,260.94,96,67,1.86
96,Semey,KZ,1/22/2022 12:35,50.4111,80.2275,250.27,84,0,3
97,Albany,US,1/22/2022 12:28,42.6001,-73.9662,255.54,94,14,0.43
98,Podporozhye,RU,1/22/2022 12:33,60.9112,34.1706,262.71,98,92,1.39
99,Hilo,US,1/22/2022 12:27,19.7297,-155.09,293.29,86,0,0
100,Aqtobe,KZ,1/22/2022 12:35,50.2797,57.2072,261.2,72,0,4
101,Katsuura,JP,1/22/2022 12:35,35.1333,140.3,281.21,60,99,1.18
102,Bluff,NZ,1/22/2022 12:27,-46.6,168.3333,285.82,77,55,8.04
103,Saint-Philippe,RE,1/22/2022 12:35,-21.3585,55.7679,304.92,85,31,8.17
104,Chokurdakh,RU,1/22/2022 12:27,70.6333,147.9167,242.98,98,99,2.83
105,Umm Lajj,SA,1/22/2022 12:35,25.0213,37.2685,294.67,40,0,6.31
106,Namibe,AO,1/22/2022 12:35,-15.1961,12.1522,302.5,58,75,8.23
107,Provideniya,RU,1/22/2022 12:27,64.3833,-173.3,259.69,94,100,8.3
108,Leningradskiy,RU,1/22/2022 12:35,69.3833,178.4167,244.19,96,100,4.5
109,Almelo,NL,1/22/2022 12:35,52.3567,6.6625,280.36,95,100,3.47
110,San Andres,CO,1/22/2022 12:34,12.5847,-81.7006,300.16,74,40,7.2
111,Sao Domingos,BR,1/22/2022 12:35,-13.3983,-46.3183,301.24,53,2,2.55
112,Carnarvon,AU,1/22/2022 12:28,-24.8667,113.6333,305.19,43,12,6.17
113,Orlik,RU,1/22/2022 12:35,52.5178,99.825,259.61,97,100,0.69
114,East London,ZA,1/22/2022 12:35,-33.0153,27.9116,299.67,69,20,10.29
115,Mount Isa,AU,1/22/2022 12:27,-20.7333,139.5,298.02,83,75,4.12
116,Kaseda,JP,1/22/2022 12:35,31.4167,130.3167,282.72,73,100,5.72
117,Warrington,GB,1/22/2022 12:33,53.3925,-2.5802,281.2,86,75,1.34
118,Mojo,ET,1/22/2022 12:35,8.6,39.1167,296.25,30,100,7.72
119,Beira,MZ,1/22/2022 12:35,-19.8436,34.8389,300.2,69,75,7.72
120,Cape Town,ZA,1/22/2022 12:28,-33.9258,18.4232,309.97,37,0,1.79
121,Kapaa,US,1/22/2022 12:27,22.0752,-159.319,295.33,85,100,2.06
122,Nikolskoye,RU,1/22/2022 12:28,59.7035,30.7861,270.09,94,100,2.43
123,Hofn,IS,1/22/2022 12:35,64.2539,-15.2082,278.85,74,100,17.37
124,Ankazoabo,MG,1/22/2022 12:35,-22.2833,44.5167,307.24,37,42,2.71
125,Monki,PL,1/22/2022 12:35,53.405,22.7979,271.86,84,100,5.81
126,Chuy,UY,1/22/2022 12:35,-33.6971,-53.4616,303.74,59,9,2.13
127,Ahipara,NZ,1/22/2022 12:35,-35.1667,173.1667,288.93,88,13,2.27
128,Luderitz,NA,1/22/2022 12:35,-26.6481,15.1594,299.08,65,98,1.45
129,Nouadhibou,MR,1/22/2022 12:35,20.931,-17.0347,295.14,60,25,7.2
130,Hasaki,JP,1/22/2022 12:35,35.7333,140.8333,272.37,40,100,2.4
131,Kurumkan,RU,1/22/2022 12:35,54.3,110.3,254.14,87,31,1.77
132,Americana,BR,1/22/2022 12:35,-22.7392,-47.3314,302.04,61,0,0.28
133,Cururupu,BR,1/22/2022 12:35,-1.8283,-44.8683,303.85,57,34,1.79
134,Gazli,UZ,1/22/2022 12:35,40.1333,63.45,275.92,54,6,1.88
135,Bethel,US,1/22/2022 12:35,41.3712,-73.414,265.4,69,0,0
136,Sitka,US,1/22/2022 12:28,57.0531,-135.33,281.09,81,100,4.63
137,Tuktoyaktuk,CA,1/22/2022 12:27,69.4541,-133.0374,247.96,87,100,7.09
138,Laguna,US,1/22/2022 12:32,38.421,-121.4238,287.31,44,0,9.77
139,Mbanza-Ngungu,CD,1/22/2022 12:36,-5.25,14.8667,301.02,63,54,1.66
140,Dawlatabad,AF,1/22/2022 12:36,36.4141,64.9053,275.87,66,92,1.5
141,Faanui,PF,1/22/2022 12:36,-16.4833,-151.75,299.93,76,100,5.7
142,Xining,CN,1/22/2022 12:36,36.6167,101.7667,269.76,74,18,1.6
143,Bredasdorp,ZA,1/22/2022 12:27,-34.5322,20.0403,308.86,65,6,7.72
144,Mahebourg,MU,1/22/2022 12:36,-20.4081,57.7,303.31,74,40,6.69
145,Semnan,IR,1/22/2022 12:36,35.5729,53.3971,275.31,31,0,0.79
146,Barentu,ER,1/22/2022 12:36,15.1139,37.5928,301.99,27,1,5.85
147,Klaksvik,FO,1/22/2022 12:36,62.2266,-6.589,282.66,81,100,18.67
148,Karymskoye,RU,1/22/2022 12:36,51.6167,114.35,250.03,100,25,0.22
149,Noshiro,JP,1/22/2022 12:36,40.2039,140.0242,272.67,77,100,0.61
150,Belyy Yar,RU,1/22/2022 12:36,53.6039,91.3903,249.09,84,53,0
151,Champerico,GT,1/22/2022 12:36,14.3,-91.9167,295.45,70,0,2.13
152,Fortuna,US,1/22/2022 12:36,40.5982,-124.1573,282.22,100,0,4.12
153,Quelimane,MZ,1/22/2022 12:36,-17.8786,36.8883,303.12,66,75,5.14
154,Dikson,RU,1/22/2022 12:30,73.5069,80.5464,260.54,97,100,2.09
155,Mwinilunga,ZM,1/22/2022 12:36,-11.7358,24.4293,292.28,91,100,1.04
156,Lolodorf,CM,1/22/2022 12:36,3.2333,10.7333,305.99,34,99,1.7
157,Torbay,CA,1/22/2022 12:28,47.6666,-52.7314,263.42,86,75,4.12
158,Bodden Town,KY,1/22/2022 12:36,19.2833,-81.25,298.67,94,20,0
159,Kozmodemyansk,RU,1/22/2022 12:36,56.3367,46.5711,264.61,94,100,3.87
160,Yumen,CN,1/22/2022 12:36,40.2833,97.2,269.31,47,0,4.26
161,Ambanja,MG,1/22/2022 12:36,-13.6833,48.45,299.11,91,100,3.7
162,Tucupita,VE,1/22/2022 12:36,9.0622,-62.051,297.61,87,70,2.12
163,Shunyi,CN,1/22/2022 12:36,40.125,116.6453,267.12,93,38,1
164,Haines Junction,CA,1/22/2022 12:36,60.7522,-137.5108,274.12,86,24,3.09
165,Carballo,ES,1/22/2022 12:36,43.213,-8.691,286.23,58,0,1.94
166,Palmer,US,1/22/2022 12:36,42.1584,-72.3287,261.75,72,20,2.06
167,Nicoya,CR,1/22/2022 12:36,10.1483,-85.452,293.9,79,0,3.94
168,Coos Bay,US,1/22/2022 12:36,43.3665,-124.2179,279.26,95,20,3.09
169,Peace River,CA,1/22/2022 12:35,56.2501,-117.286,267.32,86,100,4.63
170,Dukat,RU,1/22/2022 12:32,62.55,155.55,237.34,99,34,2.53
171,Airai,TL,1/22/2022 12:36,-8.9266,125.4092,289.15,82,99,0.94
172,Goderich,CA,1/22/2022 12:36,43.7501,-81.7165,264.77,85,100,4.63
173,Rehoboth,NA,1/22/2022 12:36,-23.3167,17.0833,302.99,25,100,5.86
174,Waitati,NZ,1/22/2022 12:36,-45.75,170.5667,288.04,69,99,1.79
175,Yellowknife,CA,1/22/2022 12:36,62.456,-114.3525,238.31,75,20,3.09
176,Mecca,SA,1/22/2022 12:36,21.4267,39.8261,300.44,42,6,8.01
177,Lar,IN,1/22/2022 12:36,26.2039,83.9717,290.07,53,54,1.47
178,Ivanovskaya,RU,1/22/2022 12:36,55.2833,39.1167,268.91,95,100,3.37
179,Luziania,BR,1/22/2022 12:36,-16.2525,-47.9503,297.98,65,25,0.96
180,Leeds,GB,1/22/2022 12:32,53.7964,-1.5477,281.74,81,75,0.45
181,Hlotse,LS,1/22/2022 12:36,-28.8718,28.045,300.34,19,2,1.92
182,Piacabucu,BR,1/22/2022 12:36,-10.4056,-36.4344,303.37,57,3,3.6
183,Qasigiannguit,GL,1/22/2022 12:36,68.8193,-51.1922,258.29,77,53,3.59
184,Novopskov,UA,1/22/2022 12:36,49.5464,39.0899,268.37,93,83,2.76
185,Killybegs,IE,1/22/2022 12:36,54.6333,-8.45,281.99,82,100,6.08
186,Dingle,PH,1/22/2022 12:36,10.9995,122.6711,296.97,91,100,3.12
187,Sorrento,IT,1/22/2022 12:37,40.626,14.3744,283.94,37,0,0.89
188,Krasnaya Gora,RU,1/22/2022 12:37,52.9995,31.6023,269.1,95,100,4.11
189,Tayoltita,MX,1/22/2022 12:37,24.0833,-105.9333,283.67,61,0,2.25
190,Andenes,NO,1/22/2022 12:37,69.3143,16.1194,276.14,93,75,8.23
191,Borzna,UA,1/22/2022 12:37,51.2546,32.4269,270.23,91,99,3.47
192,Erzin,TR,1/22/2022 12:37,36.9559,36.2,279.44,77,100,3.3
193,Port Augusta,AU,1/22/2022 12:37,-32.5,137.7667,296.23,83,22,2.24
194,Hamilton,US,1/22/2022 12:36,39.1834,-84.5333,262,87,0,0
195,Ust-Nera,RU,1/22/2022 12:37,64.5667,143.2,234.06,100,69,1.81
196,Ilawe,NG,1/22/2022 12:37,7.8667,4.4333,308.68,13,1,1.76
197,Coihueco,CL,1/22/2022 12:37,-36.6167,-71.8333,291.08,39,0,3.07
198,Bambous Virieux,MU,1/22/2022 12:37,-20.3428,57.7575,303.29,74,40,6.69
199,Belaya Gora,RU,1/22/2022 12:37,68.5333,146.4167,231.98,100,62,1.56
200,Cherskiy,RU,1/22/2022 12:37,68.75,161.3,227.43,100,100,2.79
201,Kavieng,PG,1/22/2022 12:30,-2.5744,150.7967,301.3,72,86,2.07
202,Kavaratti,IN,1/22/2022 12:37,10.5669,72.642,299.77,69,68,5.23
203,Cumana,VE,1/22/2022 12:37,10.4635,-64.1775,301.2,75,69,5.15
204,Okhotsk,RU,1/22/2022 12:37,59.3833,143.3,250.99,76,100,6.28
205,Samarai,PG,1/22/2022 12:37,-10.6167,150.6667,301.1,76,70,2.64
206,Gao,ML,1/22/2022 12:37,16.6362,1.637,299.1,10,99,6.22
207,Yarada,IN,1/22/2022 12:37,17.65,83.2667,300.33,54,20,1.03
208,Puerto Suarez,BO,1/22/2022 12:37,-18.95,-57.8,299.46,78,75,0
209,Barrow,US,1/22/2022 12:36,71.2906,-156.7887,249.16,70,100,10.8
210,Loharu,IN,1/22/2022 12:37,28.45,75.8167,287.12,83,36,4.68
211,Taguisa,PH,1/22/2022 12:37,6.6983,124.0358,299.59,79,100,1.77
212,Labrea,BR,1/22/2022 12:28,-7.2586,-64.7981,295.82,99,100,0.83
213,Grand Gaube,MU,1/22/2022 12:30,-20.0064,57.6608,303.37,80,20,4.92
214,Arman,RU,1/22/2022 12:37,59.7,150.1667,250.31,80,6,3.57
215,San Rafael,AR,1/22/2022 12:37,-34.6177,-68.3301,297.6,64,7,0.71
216,Kamiichi,JP,1/22/2022 12:37,36.7,137.3667,274.13,78,20,1.54
217,Kuching,MY,1/22/2022 12:37,1.55,110.3333,300.27,83,20,2.57
218,Hualmay,PE,1/22/2022 12:37,-11.0964,-77.6139,295.01,83,71,2.02
219,Lebu,CL,1/22/2022 12:30,-37.6167,-73.65,288.11,92,100,6.16
220,Bathurst,AU,1/22/2022 12:37,-33.4166,149.5806,289.72,80,0,0.45
221,Hailey,US,1/22/2022 12:37,43.5196,-114.3153,263.07,92,0,2.06
222,Dergachi,RU,1/22/2022 12:37,51.2328,48.7659,268.44,92,100,6.94
223,Palmares Do Sul,BR,1/22/2022 12:37,-30.2578,-50.5097,306.57,48,4,1.4
224,Beian,NO,1/22/2022 12:37,63.6559,9.5683,280.38,100,100,7.2
225,Herat,AF,1/22/2022 12:37,34.5,62,272.37,65,0,4.27
226,Geesthacht,DE,1/22/2022 12:37,53.4333,10.3667,280.12,93,100,3.52
227,Cosala,MX,1/22/2022 12:37,24.4125,-106.6908,286.08,60,0,1.68
228,Bontang,ID,1/22/2022 12:37,0.1333,117.5,299.05,85,9,1.51
229,Guerrero Negro,MX,1/22/2022 12:30,27.9769,-114.0611,287.1,84,0,2.67
230,Cabo San Lucas,MX,1/22/2022 12:24,22.8909,-109.9124,292.88,75,0,2.9
231,Katangli,RU,1/22/2022 12:38,51.7102,143.2326,253.34,95,50,4.77
232,Ribeira Grande,PT,1/22/2022 12:38,38.5167,-28.7,289.37,72,75,7.2
233,Mbulu,TZ,1/22/2022 12:38,-3.85,35.5333,293.64,66,100,2.14
234,Brezovo,BG,1/22/2022 12:38,42.35,25.0833,275.88,34,100,4.44
235,Oranjemund,NA,1/22/2022 12:39,-28.55,16.4333,300.32,54,49,5.5
236,San Patricio,US,1/22/2022 12:39,28.017,-97.5169,281.2,54,37,5.39
237,Praia Da Vitoria,PT,1/22/2022 12:39,38.7333,-27.0667,290.24,77,75,5.26
238,Shestakovo,RU,1/22/2022 12:39,56.4915,103.96,251.27,100,99,1.06
239,Poum,NC,1/22/2022 12:39,-20.2333,164.0167,300.08,80,25,5.72
240,Torrington,US,1/22/2022 12:39,41.8007,-73.1212,261,64,3,2.68
241,Ugoofaaru,MV,1/22/2022 12:39,5.6667,73,300.35,70,100,4.92
242,Broken Hill,AU,1/22/2022 12:39,-31.95,141.4333,299.99,44,98,1.54
243,Brigantine,US,1/22/2022 12:39,39.4101,-74.3646,267.05,67,0,4.12
244,Kenai,US,1/22/2022 12:35,60.5544,-151.2583,275.45,98,100,0
245,Saint Anthony,US,1/22/2022 12:39,45.0205,-93.218,265.12,66,100,4.02
246,Awbari,LY,1/22/2022 12:39,26.5921,12.7805,291.37,24,0,1.11
247,Yerbogachen,RU,1/22/2022 12:39,61.2767,108.0108,250.32,100,81,1.93
248,Lake Wales,US,1/22/2022 12:35,27.9014,-81.5859,288.08,94,100,4.12
249,Santa Fe,AR,1/22/2022 12:39,-31.6333,-60.7,306.48,53,5,1.34
250,La Brea,HN,1/22/2022 12:39,15.8,-85.9667,295.88,88,75,0
251,Komsomolskiy,UZ,1/22/2022 12:30,40.4272,71.7189,278.55,65,75,3.09
252,Caucaia,BR,1/22/2022 12:39,-3.7361,-38.6531,302.08,78,75,2.57
253,Majene,ID,1/22/2022 12:39,-3.5403,118.9707,298.77,84,100,2.2
254,River Grove,US,1/22/2022 12:39,41.9259,-87.8359,267.03,75,100,1.79
255,Shieli,KZ,1/22/2022 12:39,44.1667,66.75,272.02,89,100,3.56
256,Broadstairs,GB,1/22/2022 12:39,51.3591,1.4394,279.78,73,1,2.68
257,Westport,US,1/22/2022 12:39,41.1415,-73.3579,266.34,60,0,0.89
258,Mareeba,AU,1/22/2022 12:39,-17,145.4333,296.55,89,99,1.13
259,Toora-Khem,RU,1/22/2022 12:39,52.4675,96.11,260.32,98,100,1.03
260,Rawson,AR,1/22/2022 12:39,-43.3002,-65.1023,298.4,24,15,7.7
261,Trincomalee,LK,1/22/2022 12:39,8.5711,81.2335,298.75,62,81,4.36
262,Mandera,KE,1/22/2022 12:39,3.9366,41.867,308.42,12,100,8.45
263,Marrakesh,MA,1/22/2022 12:39,31.6315,-8.0083,298.19,25,43,3.09
264,Achutupo,PA,1/22/2022 12:39,9.2,-77.9833,299.06,87,49,5.36
265,Grindavik,IS,1/22/2022 12:39,63.8424,-22.4338,275.41,69,75,16.98
266,Souillac,MU,1/22/2022 12:39,-20.5167,57.5167,303.36,74,40,6.69
267,Bahia Blanca,AR,1/22/2022 12:39,-38.7196,-62.2724,296.34,82,100,3.33
268,Vao,NC,1/22/2022 12:39,-22.6667,167.4833,298.88,85,98,1.51
269,Dryden,CA,1/22/2022 12:38,49.7833,-92.7503,251.31,71,40,4.63
270,Riyadh,SA,1/22/2022 12:39,24.6877,46.7219,287.23,14,0,1.23
271,Cap Malheureux,MU,1/22/2022 12:39,-19.9842,57.6142,303.42,80,20,3.58
272,Burnie,AU,1/22/2022 12:39,-41.0667,145.9167,290.88,91,5,3.29
273,Ketchikan,US,1/22/2022 12:39,55.3422,-131.6461,279.41,93,100,7.72
274,Hithadhoo,MV,1/22/2022 12:39,-0.6,73.0833,301.28,70,24,6.44
275,Sept-Iles,CA,1/22/2022 12:35,50.2001,-66.3821,244.44,76,20,2.57
276,Coolum Beach,AU,1/22/2022 12:39,-26.5333,153.1,293.77,94,68,0.45
277,Manono,CD,1/22/2022 12:39,-7.3,27.4167,299.79,72,67,2.6
278,Bonavista,CA,1/22/2022 12:39,48.6499,-53.1147,264.33,70,89,6.41
279,Te Anau,NZ,1/22/2022 12:40,-45.4167,167.7167,282.67,93,100,0.98
280,Avera,US,1/22/2022 12:40,33.194,-82.5271,272.88,96,24,3.27
281,Khvorostyanka,RU,1/22/2022 12:40,52.6096,48.9597,268.28,95,100,7.85
282,Terenos,BR,1/22/2022 12:40,-20.4422,-54.8603,301.99,69,0,1.54
283,Shangzhi,CN,1/22/2022 12:40,45.2167,127.9667,250.22,96,16,0.31
284,Larsnes,NO,1/22/2022 12:40,62.2028,5.5773,281.3,93,100,7
285,Clyde River,CA,1/22/2022 12:40,70.4692,-68.5914,246.28,76,0,3.09
286,Sakakah,SA,1/22/2022 12:40,29.9697,40.2064,288.91,25,0,3.99
287,Codrington,AU,1/22/2022 12:40,-38.2667,141.9667,296.6,45,94,7.58
288,Sicuani,PE,1/22/2022 12:40,-14.2694,-71.2261,279.82,85,100,0.87
289,Port Hedland,AU,1/22/2022 12:40,-20.3167,118.5667,303.18,79,99,7.2
290,Bac Lieu,VN,1/22/2022 12:40,9.285,105.7244,297.56,83,8,2.77
