City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
458,Bubaque,GW,11.2833,-15.8333,77.79,51,41,3.98,scattered clouds
459,Gheorghe Lazar,RO,44.6333,27.45,30.88,58,100,18.79,overcast clouds
460,Sinnamary,GF,5.3833,-52.95,77.4,85,94,10.25,overcast clouds
461,Boffa,GN,10.1667,-14.0333,93.51,30,28,9.98,scattered clouds
462,Warwick,US,41.7001,-71.4162,28.29,84,75,8.05,fog
463,Northam,GB,51.0333,-4.2167,44.42,85,99,10.6,overcast clouds
464,Uniontown,US,39.9001,-79.7164,21.54,56,85,4.43,overcast clouds
465,Gvardeysk,RU,54.6477,21.0651,35.94,96,100,10.58,overcast clouds
466,Camopi,GF,3.1655,-52.3158,78.66,86,74,3.18,broken clouds
467,Conceicao Do Araguaia,BR,-8.2578,-49.2647,85.12,63,85,5.82,overcast clouds
468,Constitucion,CL,-35.3333,-72.4167,67.98,62,0,11.43,clear sky
469,Gari,RU,59.4307,62.3497,10.78,96,20,6.22,few clouds
470,Kinsale,IE,51.7075,-8.5306,45.77,87,75,5.75,broken clouds
471,Morondava,MG,-20.2833,44.2833,87.21,69,100,15.32,overcast clouds
472,Miles City,US,46.4083,-105.8406,36.52,86,100,10.36,overcast clouds
473,Orange Cove,US,36.6244,-119.3137,42.49,56,0,2.19,clear sky
474,Ust-Kuyga,RU,70.0167,135.6,-12.64,99,100,4.79,overcast clouds
475,Brenham,US,30.1669,-96.3977,51.58,70,100,0.0,overcast clouds
476,Itarema,BR,-2.9248,-39.9167,87.71,52,86,11.97,overcast clouds
477,Fiche,ET,9.8,38.7333,65.73,21,95,5.39,overcast clouds
478,Leningradskiy,RU,69.3833,178.4167,-23.04,85,79,8.12,broken clouds
479,Mahanoro,MG,-19.9,48.8,78.96,87,100,7.72,moderate rain
480,Gloggnitz,AT,47.6749,15.9389,36.54,93,99,2.13,overcast clouds
481,Lessines,BE,50.711,3.8358,46.83,77,0,5.75,clear sky
482,Sola,VU,-13.8833,167.55,83.1,74,100,3.8,overcast clouds
483,Umba,RU,66.6871,34.3429,33.73,92,100,16.55,light snow
484,Chengde,CN,40.9725,117.9361,18.5,94,98,2.13,overcast clouds
485,Biak,ID,-0.9131,122.8766,77.88,85,74,4.63,broken clouds
486,Nador,MA,35.174,-2.9287,60.87,72,75,10.36,broken clouds
487,Bowen,AU,-20.0167,148.2333,73.62,72,100,13.27,overcast clouds
488,Nouadhibou,MR,20.931,-17.0347,73.38,56,20,12.66,few clouds
489,Letlhakane,BW,-21.4167,25.5833,81.63,40,98,8.25,overcast clouds
490,Alta Floresta,BR,-9.8756,-56.0861,84.02,70,75,3.44,broken clouds
491,San Cristobal,VE,7.7669,-72.225,68.18,56,53,5.1,broken clouds
492,Nioro,GM,13.35,-15.75,96.96,7,31,10.22,scattered clouds
493,Imeni Poliny Osipenko,RU,52.4201,136.4853,-22.49,100,62,1.99,broken clouds
494,Vuktyl,RU,63.8567,57.3094,7.34,93,97,10.98,overcast clouds
495,Vaitape,PF,-16.5167,-151.75,81.1,74,100,13.98,light rain
496,Goundam,ML,16.4145,-3.6708,84.13,7,1,16.4,clear sky
497,Oranjemund,NA,-28.55,16.4333,74.98,68,38,21.21,scattered clouds
498,Zaranj,AF,30.9667,61.8833,57.16,37,0,3.56,clear sky
499,Chimoio,MZ,-19.1164,33.4833,78.66,89,75,21.85,broken clouds
500,Grindavik,IS,63.8424,-22.4338,36.07,69,100,8.05,overcast clouds
501,San Benito,US,36.6166,-121.0844,29.77,55,0,2.26,clear sky
502,Ta Khmau,KH,11.4833,104.95,84.25,65,20,1.14,few clouds
503,Kamienna Gora,PL,50.7831,16.0304,40.01,87,100,2.04,overcast clouds
504,Aquiraz,BR,-3.9014,-38.3911,89.22,71,100,9.66,overcast clouds
505,Bud,US,39.447,-86.1758,26.69,78,100,11.95,overcast clouds
506,Prachin Buri,TH,14.0833,101.6667,78.21,45,0,4.03,light rain
507,Abonnema,NG,4.7084,6.7931,96.35,21,3,3.87,clear sky
508,Ilhabela,BR,-23.7781,-45.3581,82.0,77,35,6.38,scattered clouds
509,Pangnirtung,CA,66.1451,-65.7125,10.4,72,100,25.32,light snow
510,Barrhead,GB,55.7992,-4.3929,50.76,85,75,3.0,broken clouds
511,Broome,US,42.2506,-75.833,11.77,84,0,1.01,clear sky
512,Hualmay,PE,-11.0964,-77.6139,73.0,81,40,7.18,scattered clouds
513,Jiayuguan,CN,39.8167,98.3,21.94,51,14,6.15,few clouds
514,Waterloo,CA,43.4668,-80.5164,11.73,75,100,5.01,overcast clouds
515,Mareeba,AU,-17.0,145.4333,73.44,92,100,2.77,overcast clouds
516,Sundargarh,IN,22.1167,84.0333,67.89,38,5,7.07,clear sky
517,Erdenet,MN,49.0333,104.0833,-4.05,99,43,3.22,scattered clouds
518,Chandbali,IN,20.7833,86.7667,71.56,75,18,7.85,few clouds
519,Atasu,KZ,48.6814,71.6433,11.68,82,100,9.06,overcast clouds
520,Bukachacha,RU,52.9833,116.9167,-0.31,95,100,2.84,overcast clouds
521,Douentza,ML,14.9951,-2.9517,85.53,8,0,12.37,clear sky
522,Bhalki,IN,18.0333,77.2167,69.03,35,0,7.56,clear sky
523,Robertsganj,IN,24.7,83.0667,61.77,69,39,5.41,scattered clouds
524,Kolokani,ML,13.5728,-8.0339,88.32,6,22,12.8,few clouds
525,Kupino,RU,54.3663,77.2981,-9.99,100,61,4.79,broken clouds
526,Amudat,UG,1.95,34.95,84.63,24,99,13.38,overcast clouds
527,Panguna,PG,-6.3164,155.4848,70.5,96,90,1.81,overcast clouds
528,Leticia,CO,-4.2153,-69.9406,78.85,94,75,2.3,broken clouds
529,Dutlwe,BW,-23.9833,23.9,79.56,36,47,12.37,scattered clouds
530,Poya,NC,-21.35,165.15,76.3,78,100,3.49,overcast clouds
531,Sao Sebastiao,BR,-23.76,-45.4097,83.12,76,40,5.77,scattered clouds
532,San Felipe,VE,10.3399,-68.7425,77.23,68,100,4.32,overcast clouds
533,Mecca,SA,21.4267,39.8261,77.43,45,10,9.19,clear sky
534,Masty,BY,53.4122,24.5387,24.89,86,14,7.61,few clouds
535,Morehead,US,37.2711,-87.1764,32.14,76,100,0.0,overcast clouds
536,Say,NE,13.1007,2.3689,88.36,8,0,12.73,clear sky
537,Te Anau,NZ,-45.4167,167.7167,46.83,94,47,0.72,scattered clouds
538,Tabou,CI,4.423,-7.3528,85.17,59,3,9.78,clear sky
539,Pedernales,DO,18.0384,-71.744,78.55,56,0,1.81,clear sky
540,Cabras,IT,39.93,8.5314,53.85,56,0,5.53,clear sky
541,Yar-Sale,RU,66.8333,70.8333,1.0,95,6,11.5,clear sky
542,Tazovskiy,RU,67.4667,78.7,-1.68,98,69,10.02,broken clouds
543,Vila Franca Do Campo,PT,37.7167,-25.4333,63.19,64,39,4.83,scattered clouds
544,Dolores,AR,-36.3132,-57.6792,82.45,57,33,6.26,scattered clouds
545,Mingaora,PK,34.7758,72.3625,47.25,80,97,1.9,overcast clouds
546,Auki,SB,-8.7676,160.7034,79.61,86,80,5.14,broken clouds
547,Pumiao,CN,22.75,108.4833,57.6,74,100,8.68,overcast clouds
548,Salalah,OM,17.0151,54.0924,78.89,41,0,13.8,clear sky
549,Fresno,US,36.6666,-119.8343,47.95,87,0,0.0,clear sky
550,Santa Cruz Del Sur,CU,20.7147,-77.9956,73.72,67,3,10.98,clear sky
551,Batagay-Alyta,RU,67.8006,130.4114,-11.11,99,99,1.59,overcast clouds
552,Magomeni,TZ,-6.8,39.25,87.73,70,40,17.27,scattered clouds
553,Huntsville,US,34.7304,-86.5861,35.4,82,0,7.0,clear sky
554,Shache,CN,38.4167,77.2406,29.98,46,1,7.27,clear sky
555,Hailar,CN,49.2,119.7,-1.52,98,100,2.17,overcast clouds
556,Kaoma,ZM,-14.7833,24.8,75.67,67,98,4.36,overcast clouds
557,Charters Towers,AU,-20.1,146.2667,76.6,74,100,10.78,overcast clouds
558,Bintulu,MY,3.1667,113.0333,75.61,94,40,3.0,moderate rain
559,Altay,CN,47.8667,88.1167,1.81,76,50,6.85,scattered clouds
560,Shadrinsk,RU,56.0852,63.6335,11.23,89,100,7.74,overcast clouds
561,Dongsheng,CN,39.8161,109.9776,19.76,59,0,9.46,clear sky
562,Havoysund,NO,70.9963,24.6622,27.48,71,100,39.5,light snow
563,Dormidontovka,RU,47.7702,134.9076,-7.98,99,100,3.02,overcast clouds
564,Palestine,PS,31.9216,35.2033,42.22,93,100,5.19,overcast clouds
565,Rafaela,AR,-31.2503,-61.4867,73.98,72,100,3.94,moderate rain
566,Richards Bay,ZA,-28.783,32.0377,85.19,54,7,15.66,clear sky
567,Necochea,AR,-38.5473,-58.7368,83.03,52,0,12.15,clear sky
568,Kutum,SD,14.2,24.6667,79.29,11,13,9.17,few clouds
569,Meulaboh,ID,4.1363,96.1285,77.45,84,74,1.34,broken clouds
570,Tukrah,LY,32.5341,20.5791,56.07,58,79,21.85,broken clouds
571,Jizan,SA,17.3333,42.6667,85.14,44,0,11.63,clear sky
572,Mabaruma,GY,8.2,-59.7833,83.37,62,35,4.52,scattered clouds
573,Lufilufi,WS,-13.8745,-171.5986,76.78,78,99,7.47,overcast clouds
574,Bonthe,SL,7.5264,-12.505,88.75,47,26,11.56,scattered clouds
575,Lysva,RU,58.1086,57.8053,17.44,94,100,5.95,overcast clouds
576,Piranhas,BR,-16.4269,-51.8222,87.24,60,24,3.62,few clouds
577,Kapchorwa,UG,1.3965,34.4509,76.24,31,96,6.06,overcast clouds
578,Udon Thani,TH,17.3333,102.8333,80.76,40,20,2.62,few clouds
579,Ayr,GB,55.4627,-4.6339,49.48,76,40,13.8,scattered clouds
580,Hare Bay,CA,48.8499,-54.0148,27.75,76,100,12.46,overcast clouds
581,Elizabeth City,US,36.2946,-76.2511,36.01,86,0,0.0,clear sky
582,Pochutla,MX,15.7432,-96.4661,71.42,60,0,2.53,clear sky
583,Bucerias,MX,20.75,-105.3333,70.99,94,100,3.44,overcast clouds
584,Ambilobe,MG,-13.2,49.05,72.03,98,100,3.65,moderate rain
585,Glendive,US,47.1053,-104.7125,26.22,91,100,10.36,overcast clouds
586,Talnakh,RU,69.4865,88.3972,4.21,98,100,10.65,overcast clouds
587,Araouane,ML,18.9048,-3.5265,80.1,6,31,16.8,scattered clouds
588,Gewane,ET,10.1664,40.6453,87.57,24,100,11.39,overcast clouds
589,Ballina,AU,-28.8667,153.5667,71.78,90,40,5.75,scattered clouds
590,Vila Velha,BR,-20.3297,-40.2925,86.45,61,75,7.0,broken clouds
591,Kourou,GF,5.1552,-52.6478,77.05,91,84,7.0,broken clouds
592,Opuwo,NA,-18.0607,13.84,88.93,21,79,16.71,broken clouds
593,Smithers,CA,54.7804,-127.1743,32.32,93,100,4.61,overcast clouds
594,Date,JP,42.4681,140.8681,22.82,82,20,6.96,few clouds
595,Hervey Bay,AU,-25.2986,152.8535,77.11,82,95,3.0,overcast clouds
596,Paita,PE,-5.0892,-81.1144,73.96,77,98,11.21,overcast clouds
597,Lincoln,US,40.8,-96.667,42.91,82,98,1.01,overcast clouds
598,High Level,CA,58.5169,-117.136,3.31,85,100,2.3,overcast clouds
599,Rio Gallegos,AR,-51.6226,-69.2181,59.05,38,20,33.38,few clouds
600,Mitu,CO,1.1983,-70.1733,78.21,90,100,1.16,overcast clouds
601,Sioux Lookout,CA,50.1001,-91.917,-19.82,76,20,5.75,few clouds
602,Antsohihy,MG,-14.8796,47.9875,72.7,96,100,6.4,moderate rain
603,Bonnyville,CA,54.2668,-110.735,6.6,96,100,5.73,overcast clouds
604,Kalmunai,LK,7.4167,81.8167,75.29,73,95,6.42,overcast clouds
605,Margate,GB,51.3813,1.3862,41.31,79,85,1.01,overcast clouds
606,Malakal,SS,9.5334,31.6605,92.57,13,35,9.69,scattered clouds
607,Isangel,VU,-19.55,169.2667,80.35,84,9,3.13,clear sky
608,Denpasar,ID,-8.65,115.2167,83.86,79,40,18.41,scattered clouds
609,Garden City,US,42.3256,-83.331,17.98,79,100,3.44,overcast clouds
610,Sylvania,US,41.7189,-83.713,19.11,82,100,6.91,overcast clouds
611,Hirara,JP,24.8,125.2833,69.66,73,99,19.86,overcast clouds
612,Yantal,RU,56.8471,105.2542,-7.26,100,100,1.57,overcast clouds
613,Nhulunbuy,AU,-12.2333,136.7667,79.41,94,100,4.61,overcast clouds
614,High Rock,BS,26.6208,-78.2833,62.62,72,75,11.14,broken clouds
615,Port Maria,JM,18.3685,-76.8895,80.96,91,1,3.71,clear sky
616,Byron Bay,AU,-28.65,153.6167,72.88,82,100,5.53,overcast clouds
617,Vangaindrano,MG,-23.35,47.6,75.16,86,98,14.45,light rain
618,Gotsu,JP,35.0,132.2167,40.17,70,92,9.08,overcast clouds
619,Malegaon,IN,20.55,74.5333,65.91,25,0,8.63,clear sky
620,Pittsfield,US,42.4501,-73.2454,18.36,76,100,3.0,overcast clouds
621,Barstow,US,34.8986,-117.0228,47.48,32,0,4.05,clear sky
622,Pachino,IT,36.7186,15.0907,53.64,75,100,8.1,overcast clouds
623,Taltal,CL,-25.4,-70.4833,67.3,72,13,3.67,few clouds
624,Oyama,JP,36.3,139.8,44.58,47,0,4.27,clear sky
625,Ilembula,TZ,-8.9,34.5833,69.73,85,100,5.08,moderate rain
626,Luganville,VU,-15.5333,167.1667,79.97,86,96,3.87,overcast clouds
627,Verkhnyaya Inta,RU,65.9811,60.3094,9.19,83,11,11.18,few clouds
628,Whyalla,AU,-33.0333,137.5833,71.49,94,40,6.91,light rain
629,Vytegra,RU,61.0064,36.4481,29.64,91,100,13.62,overcast clouds
630,Dashitou,CN,43.3067,128.5114,3.34,94,100,1.14,overcast clouds
631,Pampas,PE,-12.4,-74.9,50.9,85,100,1.05,overcast clouds
632,Ovalle,CL,-30.5983,-71.2003,73.92,49,0,4.27,clear sky
633,Mehamn,NO,71.0357,27.8492,30.11,70,100,35.63,snow
634,Hays,US,30.0502,-98.0336,49.14,84,100,6.44,overcast clouds
635,Makkaveyevo,RU,51.7533,113.9454,-1.41,99,100,2.19,overcast clouds
636,Olinda,BR,-8.0089,-34.8553,85.73,62,40,8.05,scattered clouds
637,Buchanan,LR,5.8808,-10.0467,89.56,46,7,9.42,clear sky
638,Bathsheba,BB,13.2167,-59.5167,83.01,61,40,21.85,scattered clouds
639,Stornoway,GB,58.2093,-6.3865,42.93,96,100,2.3,mist
640,Requena,ES,39.4883,-1.1004,48.87,61,88,8.68,overcast clouds
641,Dakar,SN,14.6937,-17.4441,90.48,39,78,9.22,haze
642,Dovolnoye,RU,54.4958,79.6671,-9.42,100,96,4.43,overcast clouds
643,Puerto Ayacucho,VE,5.6639,-67.6236,82.18,53,81,1.05,broken clouds
644,San Policarpo,PH,12.1791,125.5072,79.07,89,100,14.74,overcast clouds
645,Camabatela,AO,-8.1881,15.375,73.87,73,100,1.19,light rain
646,Vestmannaeyjar,IS,63.4427,-20.2734,38.39,70,100,9.22,overcast clouds
647,Brisenas,MX,20.2667,-102.5667,52.12,78,100,1.86,overcast clouds
648,Kaseda,JP,31.4167,130.3167,53.73,80,98,6.87,overcast clouds
649,Soe,ID,-9.8607,124.284,67.24,92,80,3.56,broken clouds
650,Fuyang,CN,32.9,115.8167,37.04,93,100,2.33,overcast clouds
651,Maceio,BR,-9.6658,-35.7353,89.04,58,75,9.22,broken clouds
652,Weiser,US,44.251,-116.9693,30.4,88,100,1.01,overcast clouds
653,Troitsko-Pechorsk,RU,62.7084,56.1964,9.61,94,100,8.66,light snow
654,Santa Rosa,PH,14.3122,121.1114,82.38,70,10,9.53,clear sky
655,Ust-Maya,RU,60.4167,134.5333,-14.26,99,99,2.71,overcast clouds
656,Bella Vista,US,36.4295,-94.2316,41.83,76,0,1.01,clear sky
657,Storforshei,NO,66.4043,14.5233,33.58,75,75,14.97,snow
658,Tessalit,ML,20.1986,1.0114,77.36,9,69,12.12,broken clouds
659,Karratha,AU,-20.7377,116.8463,85.03,73,6,16.17,clear sky
660,Dokka,NO,60.84,10.0618,46.06,73,5,7.16,clear sky
661,Berezovka,BY,53.7214,25.4993,22.03,87,12,7.36,few clouds
662,Road Town,VG,18.4167,-64.6167,78.84,78,20,5.75,few clouds
663,Saint Anthony,US,45.0205,-93.218,9.14,82,100,5.99,overcast clouds
664,Kudat,MY,6.8837,116.8477,80.53,83,20,1.14,few clouds
665,Aykhal,RU,66.0,111.5,-4.59,100,100,5.41,overcast clouds
666,Rock Springs,US,41.5875,-109.2029,22.23,68,0,1.99,clear sky
667,Zavyalovo,RU,54.5053,82.4484,-2.38,100,91,5.17,overcast clouds
668,Pyu,MM,18.4833,96.4333,70.23,49,8,3.22,clear sky
669,Saint-Augustin,CA,51.226,-58.6502,14.85,92,100,2.64,overcast clouds
670,Minab,IR,27.1467,57.0801,71.92,24,0,4.61,clear sky
671,Walvis Bay,NA,-22.9575,14.5053,97.75,28,27,13.8,scattered clouds
672,Baykalsk,RU,51.5058,104.1469,12.83,92,100,3.0,overcast clouds
673,Maxixe,MZ,-23.8597,35.3472,78.62,100,75,8.99,drizzle
674,Biltine,TD,14.5333,20.9167,89.22,10,0,11.14,clear sky
675,Omboue,GA,-1.5746,9.2618,84.36,65,39,10.13,light rain
676,Shimoda,JP,34.6667,138.95,41.11,62,100,9.95,overcast clouds
677,Teguise,ES,29.0605,-13.564,64.62,83,75,5.75,broken clouds
678,Luena,AO,-11.7833,19.9167,75.13,68,87,3.44,light rain
679,Myitkyina,MM,25.3833,97.4,57.63,88,95,2.37,overcast clouds
680,Yambio,SS,4.5721,28.3955,94.17,19,63,3.78,broken clouds
681,Douglas,US,41.3,-96.167,40.82,69,40,1.01,scattered clouds
682,Heinola,FI,61.2056,26.0381,33.89,92,100,10.02,overcast clouds
683,Tateyama,JP,34.9833,139.8667,41.09,55,5,14.67,clear sky
684,Mineiros,BR,-17.5694,-52.5511,84.16,58,9,1.86,clear sky
685,Obala,CM,4.1667,11.5333,89.47,14,5,3.67,clear sky
686,Burns Lake,CA,54.2331,-125.7533,18.82,99,100,1.66,overcast clouds
687,Chemal,RU,51.4111,86.005,-1.93,99,76,4.03,broken clouds
688,Sri Aman,MY,1.2376,111.4621,75.25,94,98,0.0,overcast clouds
689,Maragogi,BR,-9.0122,-35.2225,84.74,62,89,10.63,overcast clouds
